"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"GP","F","Age-Mayor","U","LE3","T","Medu-ESecundaria","Fedu-ESecundaria","services","services","home","mother","TvlT-Bajo","StuT-Muy Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,1,1,4,14,14,15
"GP","F","Age-Joven","R","GT3","A","Medu-ESecundaria","Fedu-E5toA9no","other","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,2,3,2,0,14,14,16
"GP","M","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","services","home","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,2,2,2,0,12,12,13
"GP","M","Age-Mayor","U","LE3","T","Medu-ESecundaria","Fedu-ESuperior","services","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,1,3,5,6,16,16,17
"GP","F","Age-Joven","U","GT3","A","Medu-E5toA9no","Fedu-E5toA9no","at_home","at_home","home","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Bueno","FreeT-Medio",1,1,2,4,18,10,12,14
"GP","F","Age-Mayor","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","at_home","other","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,2,3,0,11,12,14
"GP","F","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","other","services","other","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",3,2,3,1,4,14,16,17
"GP","M","Age-Mayor","R","GT3","T","Medu-ESuperior","Fedu-ESecundaria","teacher","services","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",2,1,2,4,4,15,14,17
"GP","M","Age-Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","teacher","other","course","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",5,2,3,5,0,14,13,14
"GP","F","Age-Joven","U","GT3","T","Medu-ESuperior","Fedu-ESecundaria","health","other","reputation","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",3,1,3,4,0,11,12,13
"GP","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","services","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",4,2,2,1,10,12,15,15
"GP","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","services","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",5,2,4,4,4,12,16,16
"GP","F","Age-Muy Mayor","U","LE3","A","Medu-E5toA9no","Fedu-ESecundaria","at_home","other","home","other","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","no","no","no","yes","no","yes","no","FamR-Malo","FreeT-Bajo",3,3,4,5,16,10,11,11
"GP","F","Age-Joven","U","GT3","T","Medu-ESecundaria","Fedu-EPrimaria","other","at_home","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","yes","yes","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Bajo",2,1,1,3,6,10,13,13
"GP","F","Age-Muy Mayor","U","LE3","T","Medu-ESuperior","Fedu-ESuperior","other","other","reputation","other","TvlT-Bajo","StuT-Alto","Fail-Medio","no","no","yes","yes","yes","yes","yes","no","FamR-Bueno","FreeT-Medio",2,1,1,5,0,9,12,12
"GP","M","Age-Mayor","U","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","no","no","yes","no","FamR-Muy Bueno","FreeT-Alto",4,1,3,3,11,9,11,12
"GP","M","Age-Mayor","U","LE3","A","Medu-ESecundaria","Fedu-ESuperior","other","other","reputation","other","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",5,1,4,2,9,13,14,15
"GP","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","services","services","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",4,1,3,4,0,13,17,17
"GP","M","Age-Joven","U","LE3","A","Medu-ESuperior","Fedu-ESuperior","health","other","reputation","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",2,1,2,4,2,12,15,15
"GP","F","Age-Mayor","U","LE3","T","Medu-ESuperior","Fedu-E5toA9no","teacher","other","course","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",2,1,1,3,0,14,17,17
"GP","M","Age-Muy Mayor","R","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","other","TvlT-Medio","StuT-Medio","Fail-Medio","no","yes","no","yes","yes","no","yes","yes","FamR-Excelente","FreeT-Medio",3,5,2,4,21,9,10,10
"GP","F","Age-Muy Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","reputation","other","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Bueno","FreeT-Bajo",2,1,3,3,8,11,15,15
"GP","F","Age-Muy Mayor","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","other","home","other","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","yes","FamR-Bueno","FreeT-Bajo",5,4,4,5,5,9,10,11
"GP","M","Age-Joven","U","LE3","A","Medu-ESecundaria","Fedu-E5toA9no","other","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,1,2,5,10,16,18,18
"GP","F","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","at_home","other","reputation","father","TvlT-Bajo","StuT-Alto","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Medio",4,1,2,2,5,14,17,17
"GP","M","Age-Mayor","R","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","other","services","reputation","father","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Bueno","FreeT-Muy Bajo",3,4,5,4,13,13,14,14
"GP","M","Age-Muy Mayor","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","reputation","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",4,1,4,4,10,7,11,11
"GP","F","Age-Mayor","U","LE3","A","Medu-E5toA9no","Fedu-E5toA9no","services","other","reputation","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Bajo",4,1,3,4,10,14,17,17
"GP","F","Age-Muy Mayor","U","GT3","T","Medu-EPrimaria","Fedu-ENinguna","other","other","reputation","mother","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","yes","no","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Medio",1,1,1,5,5,8,10,10
"GP","F","Age-Mayor","U","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","services","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","no","yes","yes","yes","FamR-Bueno","FreeT-Muy Bajo",2,1,2,1,4,10,13,13
"MS","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-ESecundaria","at_home","other","other","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","no","yes","yes","FamR-Muy Bueno","FreeT-Medio",3,1,3,5,11,10,11,11
"MS","F","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",4,1,1,5,0,12,12,12
"MS","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","services","other","mother","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Muy Bajo",3,1,1,2,6,10,10,10
"MS","F","Age-Muy Joven","R","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","at_home","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",4,2,3,5,4,10,10,11
"MS","F","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","at_home","services","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Muy Alto",2,1,2,5,0,16,17,17
"MS","F","Age-Muy Joven","R","LE3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","other","home","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","no","no","no","FamR-Muy Malo","FreeT-Medio",4,1,1,1,0,6,8,9
"MS","M","Age-Muy Joven","R","LE3","A","Medu-ESuperior","Fedu-ESuperior","at_home","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","no","no","FamR-Excelente","FreeT-Medio",2,1,3,2,5,10,11,11
"MS","M","Age-Muy Joven","U","GT3","A","Medu-EPrimaria","Fedu-E5toA9no","other","other","other","mother","TvlT-Bajo","StuT-Alto","Fail-Ninguno","yes","no","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",3,1,1,5,0,10,11,11
"MS","F","Age-Joven","R","GT3","T","Medu-ESecundaria","Fedu-E5toA9no","at_home","other","course","father","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","no","no","no","no","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Muy Alto",4,1,2,5,0,10,10,10
"MS","F","Age-Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","other","father","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","no","no","yes","no","FamR-Excelente","FreeT-Alto",4,2,2,5,0,6,6,7
"MS","F","Age-Muy Joven","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","yes","yes","FamR-Muy Malo","FreeT-Muy Alto",1,3,5,5,0,13,14,14
"MS","F","Age-Muy Joven","U","LE3","A","Medu-E5toA9no","Fedu-E5toA9no","at_home","other","reputation","mother","TvlT-Medio","StuT-Muy Alto","Fail-Ninguno","no","no","no","yes","no","no","no","yes","FamR-Muy Malo","FreeT-Bajo",1,1,1,1,4,10,9,11
"MS","F","Age-Muy Joven","R","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","services","reputation","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Alto",3,1,2,4,0,10,10,10
"MS","F","Age-Muy Joven","R","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","other","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Alto",3,1,2,2,4,6,7,8
"MS","F","Age-Muy Joven","R","GT3","T","Medu-ENinguna","Fedu-E5toA9no","other","other","other","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","no","no","FamR-Bueno","FreeT-Bajo",3,1,2,2,0,12,11,12
"MS","F","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","other","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Excelente","FreeT-Muy Alto",5,1,3,3,2,10,11,12
"MS","F","Age-Muy Joven","R","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","other","services","course","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Bajo",3,1,1,4,0,14,16,16
"MS","M","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","services","home","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","no","yes","FamR-Excelente","FreeT-Alto",5,4,5,3,0,7,0,0
"MS","M","Age-Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","no","yes","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",3,2,4,5,4,8,9,9
"MS","M","Age-Muy Joven","R","LE3","T","Medu-ESuperior","Fedu-EPrimaria","health","services","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",4,1,2,2,0,12,13,14
"MS","M","Age-Muy Joven","R","LE3","T","Medu-ESuperior","Fedu-EPrimaria","health","services","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",4,1,2,2,7,7,9,8
"MS","M","Age-Muy Joven","R","GT3","T","Medu-ESecundaria","Fedu-ESuperior","other","health","other","mother","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","no","no","no","no","yes","no","no","FamR-Bueno","FreeT-Alto",5,1,2,5,4,9,10,11
"MS","M","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","course","mother","TvlT-Muy Alto","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","no","yes","FamR-Excelente","FreeT-Alto",5,2,4,4,8,7,9,9
"MS","M","Age-Muy Joven","U","LE3","T","Medu-ESecundaria","Fedu-ESecundaria","at_home","at_home","reputation","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",3,1,1,5,0,11,11,11
"MS","M","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","other","mother","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","no","no","yes","FamR-Excelente","FreeT-Muy Alto",5,5,5,3,8,8,10,9
"MS","F","Age-Muy Joven","R","GT3","T","Medu-ESuperior","Fedu-ESuperior","teacher","teacher","course","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",2,1,1,4,6,16,16,17
"MS","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","other","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","no","no","FamR-Excelente","FreeT-Muy Bajo",2,1,1,1,3,11,13,13
"MS","F","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","other","services","course","mother","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Muy Alto",4,1,2,1,2,15,15,15
"MS","M","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","other","other","course","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","no","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,5,0,10,11,11
"MS","F","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","mother","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",5,1,1,4,4,9,10,11
"MS","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","other","services","course","mother","TvlT-Bajo","StuT-Alto","Fail-Muy Bajo","no","yes","no","no","yes","yes","no","no","FamR-Muy Malo","FreeT-Medio",2,1,2,4,0,10,8,8
"MS","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","other","services","course","mother","TvlT-Bajo","StuT-Alto","Fail-Muy Bajo","no","yes","no","no","yes","yes","no","no","FamR-Muy Malo","FreeT-Medio",2,1,2,4,3,9,8,8
"MS","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","other","home","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","yes","yes","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",2,3,3,2,0,9,10,9
"MS","F","Age-Muy Joven","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","no","yes","no","yes","FamR-Excelente","FreeT-Alto",3,2,1,2,0,13,14,15
"MS","M","Age-Joven","R","LE3","T","Medu-EPrimaria","Fedu-E5toA9no","at_home","services","reputation","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Muy Alto",5,5,5,3,4,10,11,11
"MS","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","home","father","TvlT-Muy Alto","StuT-Muy Alto","Fail-Ninguno","no","yes","no","no","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",2,1,1,1,0,13,10,13
"MS","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","other","father","TvlT-Muy Alto","StuT-Alto","Fail-Ninguno","yes","yes","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Alto",3,1,1,5,2,10,9,10
"MS","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","home","father","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,1,1,2,1,11,10,11
"MS","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","other","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Bajo",2,4,3,2,0,13,12,14
"MS","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","at_home","course","father","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Bajo",1,1,2,2,0,13,14,14
"MS","F","Age-Muy Joven","R","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","other","father","TvlT-Bajo","StuT-Alto","Fail-Ninguno","yes","yes","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Alto",3,2,2,5,2,14,11,12
"MS","M","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","other","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","no","no","yes","yes","yes","no","no","FamR-Bueno","FreeT-Alto",4,3,4,5,6,11,11,11
"MS","F","Age-Mayor","U","GT3","T","Medu-EPrimaria","Fedu-E5toA9no","other","other","course","father","TvlT-Bajo","StuT-Medio","Fail-Muy Bajo","no","yes","no","yes","yes","yes","yes","yes","FamR-Bueno","FreeT-Alto",4,2,3,5,9,9,8,8
"MS","M","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-EPrimaria","other","services","home","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","no","no","FamR-Bueno","FreeT-Bajo",3,1,3,4,0,10,9,11
"MS","F","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","services","course","father","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Excelente","FreeT-Medio",4,1,1,2,1,14,13,14
"MS","M","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","health","other","reputation","mother","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","no","no","no","yes","yes","no","no","FamR-Muy Bueno","FreeT-Medio",3,1,2,4,1,13,12,13
"MS","M","Age-Muy Joven","U","GT3","T","Medu-ESuperior","Fedu-ESuperior","other","teacher","course","father","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","yes","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Medio",1,1,1,3,0,13,12,13
"MS","F","Age-Muy Joven","R","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","other","reputation","mother","TvlT-Bajo","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Muy Bueno","FreeT-Muy Alto",4,1,1,1,4,13,12,12
"MS","F","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Muy Bajo","no","yes","no","yes","no","yes","no","no","FamR-Muy Bueno","FreeT-Alto",4,2,3,5,2,12,11,12
"MS","F","Age-Muy Joven","R","LE3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","father","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","no","yes","FamR-Muy Bueno","FreeT-Medio",2,1,1,4,0,14,14,16
"MS","M","Age-Muy Joven","U","LE3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","services","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Malo","FreeT-Alto",3,2,3,4,4,10,8,10
"MS","M","Age-Muy Joven","R","LE3","T","Medu-EPrimaria","Fedu-ESecundaria","at_home","other","reputation","father","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Bajo",4,3,5,3,2,10,11,11
"MS","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","services","course","mother","TvlT-Medio","StuT-Alto","Fail-Ninguno","no","yes","no","yes","yes","yes","no","no","FamR-Excelente","FreeT-Medio",2,1,1,4,0,12,13,14
"MS","F","Age-Muy Joven","R","LE3","T","Medu-E5toA9no","Fedu-EPrimaria","other","other","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","yes","yes","yes","FamR-Excelente","FreeT-Alto",3,1,1,5,2,10,8,8
"MS","M","Age-Muy Joven","U","GT3","T","Medu-ESecundaria","Fedu-ESecundaria","services","services","course","father","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","no","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",3,2,4,3,11,12,10,11
"MS","F","Age-Muy Joven","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","father","TvlT-Medio","StuT-Medio","Fail-Alto","yes","yes","no","no","yes","yes","no","no","FamR-Bueno","FreeT-Alto",3,1,1,1,0,7,7,8
"MS","F","Age-Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","at_home","course","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","no","no","no","FamR-Muy Bueno","FreeT-Muy Alto",3,1,1,5,4,9,9,10
"MS","F","Age-Muy Mayor","U","GT3","T","Medu-E5toA9no","Fedu-ESecundaria","at_home","services","course","other","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","no","no","no","yes","no","yes","yes","FamR-Muy Bueno","FreeT-Alto",4,1,1,2,0,9,9,10
"MS","F","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Alto","StuT-Bajo","Fail-Ninguno","no","yes","no","yes","yes","no","no","yes","FamR-Excelente","FreeT-Muy Alto",3,1,1,3,2,9,10,11
"MS","F","Age-Muy Joven","R","LE3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","other","course","mother","TvlT-Medio","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","no","no","yes","FamR-Excelente","FreeT-Bajo",1,1,3,4,0,9,10,9
"MS","F","Age-Muy Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","other","course","father","TvlT-Alto","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","no","yes","no","FamR-Bueno","FreeT-Alto",5,1,2,1,1,9,10,11
"MS","F","Age-Muy Joven","U","LE3","A","Medu-E5toA9no","Fedu-E5toA9no","other","other","home","mother","TvlT-Bajo","StuT-Bajo","Fail-Ninguno","no","yes","no","no","yes","no","no","no","FamR-Muy Bueno","FreeT-Medio",4,1,2,1,6,7,7,8
"MS","F","Age-Joven","R","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","at_home","other","course","mother","TvlT-Medio","StuT-Medio","Fail-Ninguno","no","yes","no","no","yes","yes","yes","no","FamR-Muy Bueno","FreeT-Medio",5,1,2,4,0,11,10,11
"MS","F","Age-Muy Joven","U","GT3","T","Medu-E5toA9no","Fedu-E5toA9no","other","services","course","father","TvlT-Bajo","StuT-Bajo","Fail-Muy Bajo","no","yes","yes","yes","no","yes","yes","no","FamR-Muy Bueno","FreeT-Alto",3,1,4,3,1,9,10,10
"MS","F","Age-Mayor","R","LE3","A","Medu-ESecundaria","Fedu-E5toA9no","other","other","course","other","TvlT-Medio","StuT-Alto","Fail-Medio","no","yes","no","no","no","no","no","yes","FamR-Bueno","FreeT-Medio",2,1,1,2,6,7,9,10
"MS","F","Age-Muy Mayor","U","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","services","course","mother","TvlT-Bajo","StuT-Alto","Fail-Muy Bajo","no","no","no","yes","yes","no","no","yes","FamR-Excelente","FreeT-Medio",1,1,1,3,6,7,9,9
"MS","M","Age-Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","other","other","home","mother","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","no","no","yes","yes","no","yes","no","FamR-Muy Bueno","FreeT-Alto",3,3,4,4,0,8,9,10
"MS","F","Age-Mayor","R","GT3","T","Medu-EPrimaria","Fedu-EPrimaria","at_home","at_home","course","mother","TvlT-Medio","StuT-Bajo","Fail-Muy Bajo","no","no","no","no","no","no","yes","yes","FamR-Bueno","FreeT-Bajo",3,1,1,2,4,9,11,10
